"sample_size","ban_year","att_min","att_max","att_median","specification","year","treated_state"
7,2014,-0.0376168970328462,0.020179782939789,0.00121504167922753,"State Pooled",2014,"VT"
8,2014,-0.037168523405306,0.0196836541128683,0.000935399814131132,"State Pooled",2014,"VT"
9,2014,-0.0369427702900353,0.0194052549395411,0.000723961358839513,"State Pooled",2014,"VT"
10,2014,-0.0375426533516748,0.019391750272197,-0.00149867331947196,"State Pooled",2014,"VT"
3,2015,-0.0663920164273647,0.0654000959000492,-0.00367707042305447,"State",2015,"All"
4,2015,-0.0712130390621264,0.053842647056881,-0.0116527825506865,"State",2015,"All"
5,2015,-0.0869469215734235,0.0497385077850823,-0.0151693726587166,"State",2015,"All"
6,2015,-0.0777747531572688,0.0556783654606553,-0.0140443513261813,"State",2015,"All"
7,2015,-0.0871944135351978,0.0616716318250894,-0.0117081546581127,"State",2015,"All"
8,2015,-0.0825227913095471,0.0605199361030958,-0.00504951861119901,"State",2015,"All"
9,2015,-0.0800393082470871,0.0649747852548402,-0.0031384952417949,"State",2015,"All"
10,2015,-0.0788152955894231,0.0619375290057469,-0.00672253908849141,"State",2015,"All"
3,2015,-0.0321915688188072,0.0208997009272246,0.00122667339415401,"State Pooled",2015,"All"
4,2015,-0.0370786393205219,0.0222812159749355,0.000463825043944399,"State Pooled",2015,"All"
5,2015,-0.0406565701964591,0.0254173683127645,-0.00346042519085285,"State Pooled",2015,"All"
6,2015,-0.0442392670663344,0.0293045762255112,-0.00234144329610061,"State Pooled",2015,"All"
7,2015,-0.046321309907182,0.0318120213602146,-0.000353202008995724,"State Pooled",2015,"All"
8,2015,-0.0475301351459835,0.0340101692146921,-6.13592977291232e-05,"State Pooled",2015,"All"
9,2015,-0.0461546460147163,0.0356186969644291,0.00187665149564518,"State Pooled",2015,"All"
10,2015,-0.0479498170440357,0.0362430724857275,0.00236861571660479,"State Pooled",2015,"All"
